,Datum,time,measurement,measurement,pressure_sample[bar],current[mA],voltage_th[mV],voltage_needle_th[mV],voltage[mV],voltage_needle[mV],R_ges / mOhm*cm²,R_bulk / mOhm*cm²,contact_area[cm2],p_Kraftsensor / ?,pressure_rounded[bar],sample_thickness[cm],parameters,[mV]_in_[V],main_resistance[mOhm],main_resistance_mean[mOhm],main_resistance_error[mOhm],flow_resistance[mOhm],flow_resistance_mean[mOhm],flow_resistance_error[mOhm],bulk_resistance[mOhm],bulk_resistance_mean[mOhm],bulk_resistance_error[mOhm],bulk_resistance_sub[mOhm],contact_resistance[mOhm],contact_resistance_mean[mOhm],contact_resistance_error[mOhm],vs_main_resistance[mOhm*cm],vs_main_resistance_mean[mOhm*cm],vs_main_resistance_error[mOhm*cm],vs_flow_resistance[mOhm*cm],vs_flow_resistance_mean[mOhm*cm],vs_flow_resistance_error[mOhm*cm],vs_bulk_resistance[mOhm*cm],vs_bulk_resistance_mean[mOhm*cm],vs_bulk_resistance_error[mOhm*cm],as_main_resistance[mOhm*cm2],as_main_resistance_mean[mOhm*cm2],as_main_resistance_error[mOhm*cm2],as_flow_resistance[mOhm*cm2],as_flow_resistance_mean[mOhm*cm2],as_flow_resistance_error[mOhm*cm2],as_bulk_resistance[mOhm*cm2],as_bulk_resistance_mean[mOhm*cm2],as_bulk_resistance_error[mOhm*cm2],as_contact_resistance[mOhm*cm2],as_contact_resistance_mean[mOhm*cm2],as_contact_resistance_error[mOhm*cm2],vs_main_conductance[S/cm],vs_main_conductance_mean[S/cm],vs_main_conductance_error[S/cm],vs_flow_conductance[S/cm],vs_flow_conductance_mean[S/cm],vs_flow_conductance_error[S/cm],vs_bulk_conductance[S/cm],vs_bulk_conductance_mean[S/cm],vs_bulk_conductance_error[S/cm],degradation_corr[mOhm],cycle,[mV] in [V]
10,16.11.2020,09:35:36, fem U=100V / t=30s / Ra=0.219,5 Zyklen,5.056529,1499.0,5.365043,5.365768,5.372781,5.378645,14.87461,14.890844,4.15,1.069033,5.0,0.1,H23m. Nadel,0.0,3.57908139,3.58089346,0.00410398,3.57578139,3.57759346,0.00410398,3.57956504,3.57759574,0.00507823,0.0,-0.00189183,-1.14e-06,0.00086146,148.53187759,148.60707872,0.17031529,148.39492759,148.47012872,0.17031529,0.0,0.0,0.0,14.85318776,14.86070787,0.01703153,14.83949276,14.84701287,0.01703153,14.85519493,14.84702233,0.02107465,-0.00785109,-4.73e-06,0.00357504,6.7325615,6.72918104,0.007705,6.73877481,6.73538814,0.00771922,6.73165182,6.73539803,0.00956848,0.0033,15.0,1000
11,16.11.2020,09:35:39, fem U=100V / t=30s / Ra=0.219,5 Zyklen,5.053046,1999.0,7.140732,7.124986,7.14847,7.137863,14.840496,14.818474,4.15,1.068273,5.0,0.1,H23m. Nadel,0.0,3.57215208,3.58089346,0.00410398,3.56885208,3.57759346,0.00410398,3.56427514,3.57759574,0.00507823,0.0,0.00228847,-1.14e-06,0.00086146,148.24431116,148.60707872,0.17031529,148.10736116,148.47012872,0.17031529,0.0,0.0,0.0,14.82443112,14.86070787,0.01703153,14.81073612,14.84701287,0.01703153,14.79174182,14.84702233,0.02107465,0.00949715,-4.73e-06,0.00357504,6.74562142,6.72918104,0.007705,6.75185887,6.73538814,0.00771922,6.76052903,6.73539803,0.00956848,0.0033,15.0,1000
12,16.11.2020,09:35:43, fem U=100V / t=30s / Ra=0.219,5 Zyklen,6.06008,499.9,1.641777,1.647443,1.649515,1.660319,13.693709,13.783408,4.15,1.281106,6.0,0.1,H23m. Nadel,0.0,3.28421084,3.27885812,0.00302751,3.28116918,3.27581645,0.00302751,3.29554511,3.28284825,0.0051874,0.0,-0.00718797,-0.0035159,0.00129879,136.29474995,136.0726119,0.12564169,136.16852078,135.94638273,0.12564169,0.0,0.0,0.0,13.62947499,13.60726119,0.01256417,13.61685208,13.59463827,0.01256417,13.6765122,13.62382026,0.0215277,-0.02983006,-0.01459099,0.00538997,7.33703976,7.34903627,0.00679093,7.34384125,7.35586004,0.00680355,7.31180571,7.34014004,0.01159077,0.00304167,15.0,1000
13,16.11.2020,09:35:47, fem U=100V / t=30s / Ra=0.219,5 Zyklen,6.058774,999.0,3.279637,3.283392,3.287375,3.296269,13.656261,13.693209,4.15,1.280889,6.0,0.1,H23m. Nadel,0.0,3.28291992,3.27885812,0.00302751,3.27987825,3.27581645,0.00302751,3.28667868,3.28284825,0.0051874,0.0,-0.00340021,-0.0035159,0.00129879,136.24117668,136.0726119,0.12564169,136.11494751,135.94638273,0.12564169,0.0,0.0,0.0,13.62411767,13.60726119,0.01256417,13.61149475,13.59463827,0.01256417,13.63971652,13.62382026,0.0215277,-0.01411088,-0.01459099,0.00538997,7.33992486,7.34903627,0.00679093,7.3467317,7.35586004,0.00680355,7.33153067,7.34014004,0.01159077,0.00304167,15.0,1000
14,16.11.2020,09:35:50, fem U=100V / t=30s / Ra=0.219,5 Zyklen,6.057654,1499.0,4.912754,4.912029,4.920492,4.924906,13.622442,13.634662,4.15,1.280599,6.0,0.1,H23m. Nadel,0.0,3.27735424,3.27885812,0.00302751,3.27431257,3.27581645,0.00302751,3.27687058,3.28284825,0.0051874,0.0,-0.00127901,-0.0035159,0.00129879,136.0102008,136.0726119,0.12564169,135.88397163,135.94638273,0.12564169,0.0,0.0,0.0,13.60102008,13.60726119,0.01256417,13.58839716,13.59463827,0.01256417,13.59901291,13.62382026,0.0215277,-0.00530787,-0.01459099,0.00538997,7.3523897,7.34903627,0.00679093,7.35921969,7.35586004,0.00680355,7.35347489,7.34014004,0.01159077,0.00304167,15.0,1000
15,16.11.2020,09:35:54, fem U=100V / t=30s / Ra=0.219,5 Zyklen,6.059956,1999.0,6.538624,6.541325,6.546362,6.554202,13.590496,13.606772,4.15,1.281083,6.0,0.1,H23m. Nadel,0.0,3.27094747,3.27885812,0.00302751,3.26790581,3.27581645,0.00302751,3.27229865,3.28284825,0.0051874,0.0,-0.00219642,-0.0035159,0.00129879,135.74432016,136.0726119,0.12564169,135.61809099,135.94638273,0.12564169,0.0,0.0,0.0,13.57443202,13.60726119,0.01256417,13.5618091,13.59463827,0.01256417,13.58003939,13.62382026,0.0215277,-0.00911515,-0.01459099,0.00538997,7.36679073,7.34903627,0.00679093,7.37364752,7.35586004,0.00680355,7.36374889,7.34014004,0.01159077,0.00304167,15.0,1000
16,16.11.2020,09:35:57, fem U=100V / t=30s / Ra=0.219,5 Zyklen,10.052137,499.9,1.304915,1.299513,1.312653,1.312389,10.897199,10.895012,4.15,2.125107,10.0,0.1,H23m. Nadel,0.0,2.61035207,2.59679066,0.00494597,2.60795207,2.59439066,0.00494597,2.59954591,2.58852889,0.00392231,0.0,0.00420308,0.00293088,0.00073785,108.32961092,107.76681248,0.20525768,108.23001092,107.66721248,0.20525768,0.0,0.0,0.0,10.83296109,10.77668125,0.02052577,10.82300109,10.76672125,0.02052577,10.78811552,10.74239491,0.0162776,0.01744278,0.01216317,0.00306208,9.23108642,9.27939537,0.01763706,9.23958144,9.28797967,0.01766967,9.26945951,9.30897517,0.01407695,0.0024,15.0,1000
17,16.11.2020,09:36:01, fem U=100V / t=30s / Ra=0.219,5 Zyklen,10.048249,999.0,2.594845,2.586083,2.602583,2.598959,10.811531,10.796478,4.15,2.12443,10.0,0.1,H23m. Nadel,0.0,2.59744244,2.59679066,0.00494597,2.59504244,2.59439066,0.00494597,2.58867167,2.58852889,0.00392231,0.0,0.00318539,0.00293088,0.00073785,107.79386136,107.76681248,0.20525768,107.69426136,107.66721248,0.20525768,0.0,0.0,0.0,10.77938614,10.77668125,0.02052577,10.76942614,10.76672125,0.02052577,10.74298744,10.74239491,0.0162776,0.01321935,0.01216317,0.00306208,9.27696612,9.27939537,0.01763706,9.28554583,9.28797967,0.01766967,9.30839774,9.30897517,0.01407695,0.0024,15.0,1000
18,16.11.2020,09:36:05, fem U=100V / t=30s / Ra=0.219,5 Zyklen,10.042495,1499.0,3.884973,3.870808,3.892711,3.883685,10.777018,10.75203,4.15,2.123039,10.0,0.1,H23m. Nadel,0.0,2.59170981,2.59679066,0.00494597,2.58930981,2.59439066,0.00494597,2.58226017,2.58852889,0.00392231,0.0,0.00352482,0.00293088,0.00073785,107.55595697,107.76681248,0.20525768,107.45635697,107.66721248,0.20525768,0.0,0.0,0.0,10.7555957,10.77668125,0.02052577,10.7456357,10.76672125,0.02052577,10.71637972,10.74239491,0.0162776,0.01462799,0.01216317,0.00306208,9.29748596,9.27939537,0.01763706,9.30610369,9.28797967,0.01766967,9.33150958,9.30897517,0.01407695,0.0024,15.0,1000
19,16.11.2020,09:36:08, fem U=100V / t=30s / Ra=0.219,5 Zyklen,10.037192,1999.0,5.172729,5.164692,5.180467,5.177568,10.754847,10.748829,4.15,2.121849,10.0,0.1,H23m. Nadel,0.0,2.58765833,2.59679066,0.00494597,2.58525833,2.59439066,0.00494597,2.58363782,2.58852889,0.00392231,0.0,0.00081026,0.00293088,0.00073785,107.38782066,107.76681248,0.20525768,107.28822066,107.66721248,0.20525768,0.0,0.0,0.0,10.73878207,10.77668125,0.02052577,10.72882207,10.76672125,0.02052577,10.72209695,10.74239491,0.0162776,0.00336256,0.01216317,0.00306208,9.31204297,9.27939537,0.01763706,9.32068771,9.28797967,0.01766967,9.32653384,9.30897517,0.01407695,0.0024,15.0,1000
20,16.11.2020,09:36:11, fem U=100V / t=30s / Ra=0.219,5 Zyklen,12.051043,499.9,1.185403,1.191793,1.193141,1.20467,9.905048,10.000763,4.15,2.547721,12.0,0.1,H23m. Nadel,0.0,2.37128026,2.37199465,0.00187838,2.36908026,2.36979465,0.00187838,2.38406281,2.37311368,0.00459393,0.0,-0.00749128,-0.00165952,0.00200681,98.40813063,98.43777777,0.07795288,98.31683063,98.34647777,0.07795288,0.0,0.0,0.0,9.84081306,9.84377778,0.00779529,9.83168306,9.83464778,0.00779529,9.89386067,9.84842177,0.01906481,-0.0310888,-0.00688699,0.00832826,10.16176198,10.15872058,0.00803641,10.1711985,10.16815147,0.00805133,10.10727797,10.15402525,0.01964045,0.0022,15.0,1000
21,16.11.2020,09:36:16, fem U=100V / t=30s / Ra=0.219,5 Zyklen,12.048166,999.0,2.374926,2.374926,2.382664,2.387803,9.897955,9.919303,4.15,2.547211,12.0,0.1,H23m. Nadel,0.0,2.3773033,2.37199465,0.00187838,2.3751033,2.36979465,0.00187838,2.3773033,2.37311368,0.00459393,0.0,-0.0011,-0.00165952,0.00200681,98.65808709,98.43777777,0.07795288,98.56678709,98.34647777,0.07795288,0.0,0.0,0.0,9.86580871,9.84377778,0.00779529,9.85667871,9.83464778,0.00779529,9.86580871,9.84842177,0.01906481,-0.004565,-0.00688699,0.00832826,10.13601651,10.15872058,0.00803641,10.14540526,10.16815147,0.00805133,10.13601651,10.15402525,0.01964045,0.0022,15.0,1000
22,16.11.2020,09:36:19, fem U=100V / t=30s / Ra=0.219,5 Zyklen,12.03602,1499.0,3.554041,3.547123,3.561779,3.56,9.860829,9.855904,4.15,2.544483,12.0,0.1,H23m. Nadel,0.0,2.37094129,2.37199465,0.00187838,2.36874129,2.36979465,0.00187838,2.36632622,2.37311368,0.00459393,0.0,0.00120754,-0.00165952,0.00200681,98.39406371,98.43777777,0.07795288,98.30276371,98.34647777,0.07795288,0.0,0.0,0.0,9.83940637,9.84377778,0.00779529,9.83027637,9.83464778,0.00779529,9.8202538,9.84842177,0.01906481,0.00501128,-0.00688699,0.00832826,10.16321475,10.15872058,0.00803641,10.17265398,10.16815147,0.00805133,10.1830362,10.15402525,0.01964045,0.0022,15.0,1000
23,16.11.2020,09:36:22, fem U=100V / t=30s / Ra=0.219,5 Zyklen,12.033128,1999.0,4.734539,4.72716,4.742277,4.740037,9.845147,9.840497,4.15,2.543937,12.0,0.1,H23m. Nadel,0.0,2.36845373,2.37199465,0.00187838,2.36625373,2.36979465,0.00187838,2.36476238,2.37311368,0.00459393,0.0,0.00074567,-0.00165952,0.00200681,98.29082966,98.43777777,0.07795288,98.19952966,98.34647777,0.07795288,0.0,0.0,0.0,9.82908297,9.84377778,0.00779529,9.81995297,9.83464778,0.00779529,9.81376388,9.84842177,0.01906481,0.00309454,-0.00688699,0.00832826,10.17388909,10.15872058,0.00803641,10.18334816,10.16815147,0.00805133,10.18977033,10.15402525,0.01964045,0.0022,15.0,1000
24,16.11.2020,09:36:25, fem U=100V / t=30s / Ra=0.219,5 Zyklen,15.023926,499.9,1.063453,1.071359,1.071191,1.084235,8.89266,9.000955,4.15,3.176205,15.0,0.1,H23m. Nadel,0.0,2.12733147,2.12621183,0.00379964,2.12533147,2.12421183,0.00379964,2.14314663,2.12385772,0.00664666,0.0,-0.00890758,0.00017706,0.00323862,88.28425585,88.23779105,0.15768508,88.20125585,88.15479105,0.15768508,0.0,0.0,0.0,8.82842559,8.8237791,0.01576851,8.82012559,8.8154791,0.01576851,8.89405851,8.81400953,0.02758363,-0.03696646,0.00073479,0.01344029,11.32704796,11.33312109,0.02023201,11.33770705,11.34379172,0.0202701,11.243461,11.34590599,0.03532929,0.002,15.0,1000
25,16.11.2020,09:36:30, fem U=100V / t=30s / Ra=0.219,5 Zyklen,15.041592,999.0,2.133925,2.119036,2.141663,2.131912,8.896799,8.856293,4.15,3.179917,15.0,0.1,H23m. Nadel,0.0,2.13606106,2.12621183,0.00379964,2.13406106,2.12421183,0.00379964,2.12115716,2.12385772,0.00664666,0.0,0.00645195,0.00017706,0.00323862,88.64653403,88.23779105,0.15768508,88.56353403,88.15479105,0.15768508,0.0,0.0,0.0,8.8646534,8.8237791,0.01576851,8.8563534,8.8154791,0.01576851,8.8028022,8.81400953,0.02758363,0.0267756,0.00073479,0.01344029,11.28075689,11.33312109,0.02023201,11.291329,11.34379172,0.0202701,11.36001897,11.34590599,0.03532929,0.002,15.0,1000
26,16.11.2020,09:36:33, fem U=100V / t=30s / Ra=0.219,5 Zyklen,15.039181,1499.0,3.183052,3.17508,3.19079,3.187957,8.833741,8.825897,4.15,3.179345,15.0,0.1,H23m. Nadel,0.0,2.1234503,2.12621183,0.00379964,2.1214503,2.12421183,0.00379964,2.11813209,2.12385772,0.00664666,0.0,0.00165911,0.00017706,0.00323862,88.12318746,88.23779105,0.15768508,88.04018746,88.15479105,0.15768508,0.0,0.0,0.0,8.81231875,8.8237791,0.01576851,8.80401875,8.8154791,0.01576851,8.79024817,8.81400953,0.02758363,0.00688529,0.00073479,0.01344029,11.34775113,11.33312109,0.02023201,11.35844924,11.34379172,0.0202701,11.3762431,11.34590599,0.03532929,0.002,15.0,1000
27,16.11.2020,09:36:36, fem U=100V / t=30s / Ra=0.219,5 Zyklen,15.042883,1999.0,4.233891,4.223877,4.241629,4.236754,8.805784,8.795662,4.15,3.180157,15.0,0.1,H23m. Nadel,0.0,2.1180045,2.12621183,0.00379964,2.1160045,2.12421183,0.00379964,2.112995,2.12385772,0.00664666,0.0,0.00150475,0.00017706,0.00323862,87.89718684,88.23779105,0.15768508,87.81418684,88.15479105,0.15768508,0.0,0.0,0.0,8.78971868,8.8237791,0.01576851,8.78141868,8.8154791,0.01576851,8.76892924,8.81400953,0.02758363,0.00624472,0.00073479,0.01344029,11.37692839,11.33312109,0.02023201,11.3876816,11.34379172,0.0202701,11.40390089,11.34590599,0.03532929,0.002,15.0,1000
28,16.11.2020,09:36:40, fem U=100V / t=30s / Ra=0.219,5 Zyklen,20.031733,499.9,0.926613,0.924834,0.934351,0.937711,7.756664,7.784558,4.15,4.234839,20.0,0.1,H23m. Nadel,0.0,1.85359672,1.84373824,0.00370171,1.85188839,1.84202991,0.00370171,1.85003801,1.84110437,0.00427181,0.0,0.00092519,0.00046277,0.00081167,76.92426385,76.51513713,0.15362087,76.85336802,76.4442413,0.15362087,0.0,0.0,0.0,7.69242639,7.65151371,0.01536209,7.6853368,7.64442413,0.01536209,7.67765773,7.64058314,0.01772803,0.00383954,0.0019205,0.00336844,12.99979941,13.06946714,0.02619035,13.01179149,13.0815883,0.02623891,13.02480568,13.08821789,0.03040292,0.00170833,15.0,1000
29,16.11.2020,09:36:44, fem U=100V / t=30s / Ra=0.219,5 Zyklen,20.031127,999.0,1.843314,1.843511,1.851052,1.856388,7.689554,7.711723,4.15,4.234701,20.0,0.1,H23m. Nadel,0.0,1.84515916,1.84373824,0.00370171,1.84345083,1.84202991,0.00370171,1.84535636,1.84110437,0.00427181,0.0,-0.00095277,0.00046277,0.00081167,76.57410511,76.51513713,0.15362087,76.50320927,76.4442413,0.15362087,0.0,0.0,0.0,7.65741051,7.65151371,0.01536209,7.65032093,7.64442413,0.01536209,7.65822888,7.64058314,0.01772803,-0.00395398,0.0019205,0.00336844,13.05924501,13.06946714,0.02619035,13.07134707,13.0815883,0.02623891,13.05784948,13.08821789,0.03040292,0.00170833,15.0,1000
30,16.11.2020,09:36:47, fem U=100V / t=30s / Ra=0.219,5 Zyklen,20.027939,1499.0,2.756655,2.756128,2.764393,2.769004,7.653255,7.666023,4.15,4.234198,20.0,0.1,H23m. Nadel,0.0,1.838996,1.84373824,0.00370171,1.83728766,1.84202991,0.00370171,1.83864443,1.84110437,0.00427181,0.0,-0.00067838,0.00046277,0.00081167,76.31833389,76.51513713,0.15362087,76.24743806,76.4442413,0.15362087,0.0,0.0,0.0,7.63183339,7.65151371,0.01536209,7.62474381,7.64442413,0.01536209,7.63037438,7.64058314,0.01772803,-0.00281529,0.0019205,0.00336844,13.10301141,13.06946714,0.02619035,13.11519476,13.0815883,0.02623891,13.10551684,13.08821789,0.03040292,0.00170833,15.0,1000
31,16.11.2020,09:36:51, fem U=100V / t=30s / Ra=0.219,5 Zyklen,20.027736,1999.0,3.672565,3.658927,3.680303,3.671804,7.640449,7.622805,4.15,4.234201,20.0,0.1,H23m. Nadel,0.0,1.8372011,1.84373824,0.00370171,1.83549277,1.84202991,0.00370171,1.83037869,1.84110437,0.00427181,0.0,0.00255704,0.00046277,0.00081167,76.24384567,76.51513713,0.15362087,76.17294984,76.4442413,0.15362087,0.0,0.0,0.0,7.62438457,7.65151371,0.01536209,7.61729498,7.64442413,0.01536209,7.59607156,7.64058314,0.01772803,0.01061171,0.0019205,0.00336844,13.11581271,13.06946714,0.02619035,13.12801988,13.0815883,0.02623891,13.16469957,13.08821789,0.03040292,0.00170833,15.0,1000
