,Datum,time,measurement,measurement,pressure_sample[bar],current[mA],voltage_th[mV],voltage_needle_th[mV],voltage[mV],voltage_needle[mV],R_ges / mOhm*cm²,R_bulk / mOhm*cm²,contact_area[cm2],p_Kraftsensor / ?,pressure_rounded[bar],sample_thickness[cm],parameters,[mV]_in_[V],main_resistance[mOhm],main_resistance_mean[mOhm],main_resistance_error[mOhm],flow_resistance[mOhm],flow_resistance_mean[mOhm],flow_resistance_error[mOhm],bulk_resistance[mOhm],bulk_resistance_mean[mOhm],bulk_resistance_error[mOhm],bulk_resistance_sub[mOhm],contact_resistance[mOhm],contact_resistance_mean[mOhm],contact_resistance_error[mOhm],vs_main_resistance[mOhm*cm],vs_main_resistance_mean[mOhm*cm],vs_main_resistance_error[mOhm*cm],vs_flow_resistance[mOhm*cm],vs_flow_resistance_mean[mOhm*cm],vs_flow_resistance_error[mOhm*cm],vs_bulk_resistance[mOhm*cm],vs_bulk_resistance_mean[mOhm*cm],vs_bulk_resistance_error[mOhm*cm],as_main_resistance[mOhm*cm2],as_main_resistance_mean[mOhm*cm2],as_main_resistance_error[mOhm*cm2],as_flow_resistance[mOhm*cm2],as_flow_resistance_mean[mOhm*cm2],as_flow_resistance_error[mOhm*cm2],as_bulk_resistance[mOhm*cm2],as_bulk_resistance_mean[mOhm*cm2],as_bulk_resistance_error[mOhm*cm2],as_contact_resistance[mOhm*cm2],as_contact_resistance_mean[mOhm*cm2],as_contact_resistance_error[mOhm*cm2],vs_main_conductance[S/cm],vs_main_conductance_mean[S/cm],vs_main_conductance_error[S/cm],vs_flow_conductance[S/cm],vs_flow_conductance_mean[S/cm],vs_flow_conductance_error[S/cm],vs_bulk_conductance[S/cm],vs_bulk_conductance_mean[S/cm],vs_bulk_conductance_error[S/cm],degradation_corr[mOhm],cycle,[mV] in [V]
10,01.09.2020,11:28:26, pp800a ,5Zyklen,5.062786,1498.0,172.269519,0.026182,173.877411,0.029509,435.273892,0.073871,3.75,0.967214,5.0,0.1,29BCm. Nadel,0.0,114.99967891,113.98338928,2.09730761,111.05150895,110.03521933,2.09730761,0.01747797,0.03562947,0.01277129,0.0,55.51701549,54.99979493,1.04410568,4312.48795895,4274.37709818,78.64903521,4164.4315857,4126.32072493,78.64903521,0.0,0.0,0.0,431.24879589,427.43770982,7.86490352,416.44315857,412.63207249,7.86490352,0.06554239,0.13361052,0.04789234,208.18880809,206.24923098,3.91539631,0.23188471,0.23419608,0.00441898,0.24012881,0.24261799,0.00474663,1525.73014539,1034.51536554,282.65670295,3.94816995,15.0,1000
11,01.09.2020,11:28:29, pp800a ,5Zyklen,5.060721,1998.0,215.892069,0.035933,217.499961,0.03926,408.220648,0.073686,3.75,0.96679,5.0,0.1,29BCm. Nadel,0.0,108.05408859,113.98338928,2.09730761,104.10591864,110.03521933,2.09730761,0.01798448,0.03562947,0.01277129,0.0,52.04396708,54.99979493,1.04410568,4052.02832207,4274.37709818,78.64903521,3903.97194882,4126.32072493,78.64903521,0.0,0.0,0.0,405.20283221,427.43770982,7.86490352,390.39719488,412.63207249,7.86490352,0.06744182,0.13361052,0.04789234,195.16487653,206.24923098,3.91539631,0.24678998,0.23419608,0.00441898,0.25614938,0.24261799,0.00474663,1482.75958033,1034.51536554,282.65670295,3.94816995,15.0,1000
12,01.09.2020,11:28:32, pp800a ,5Zyklen,6.063274,499.7,54.102534,0.034417,55.710426,0.037745,418.079045,0.283254,3.75,1.158322,6.0,0.1,29BCm. Nadel,0.0,108.27003002,106.78323747,0.49792071,104.66503759,103.17824504,0.49792071,0.06887533,0.0329773,0.01280699,0.0,52.29808113,51.57263387,0.24302494,4060.12612568,4004.37140506,18.67202662,3924.93890946,3869.18418885,18.67202662,0.0,0.0,0.0,406.01261257,400.43714051,1.86720266,392.49389095,386.91841888,1.86720266,0.25828247,0.12366487,0.0480262,196.11780424,193.39737701,0.91134354,0.24629777,0.24974323,0.00115407,0.25478104,0.25847031,0.00123575,387.17300559,1210.96456442,371.34397673,3.60499243,15.0,1000
13,01.09.2020,11:28:37, pp800a ,5Zyklen,6.062672,998.0,106.079104,0.033825,107.686996,0.037152,404.635507,0.139598,3.75,1.158144,6.0,0.1,29BCm. Nadel,0.0,106.29168737,106.78323747,0.49792071,102.68669494,103.17824504,0.49792071,0.03389279,0.0329773,0.01280699,0.0,51.32640108,51.57263387,0.24302494,3985.93827655,4004.37140506,18.67202662,3850.75106033,3869.18418885,18.67202662,0.0,0.0,0.0,398.59382766,400.43714051,1.86720266,385.07510603,386.91841888,1.86720266,0.12709795,0.12366487,0.0480262,192.47400404,193.39737701,0.91134354,0.25088196,0.24974323,0.00115407,0.2596896,0.25847031,0.00123575,786.79477704,1210.96456442,371.34397673,3.60499243,15.0,1000
14,01.09.2020,11:28:40, pp800a ,5Zyklen,6.058679,1498.0,159.392061,0.020714,160.999953,0.024041,403.037265,0.060182,3.75,1.157477,6.0,0.1,29BCm. Nadel,0.0,106.40324499,106.78323747,0.49792071,102.79825256,103.17824504,0.49792071,0.01382777,0.0329773,0.01280699,0.0,51.3922124,51.57263387,0.24302494,3990.12168725,4004.37140506,18.67202662,3854.93447103,3869.18418885,18.67202662,0.0,0.0,0.0,399.01216872,400.43714051,1.86720266,385.4934471,386.91841888,1.86720266,0.05185414,0.12366487,0.0480262,192.72079648,193.39737701,0.91134354,0.25061892,0.24974323,0.00115407,0.25940778,0.25847031,0.00123575,1928.48636993,1210.96456442,371.34397673,3.60499243,15.0,1000
15,01.09.2020,11:28:43, pp800a ,5Zyklen,6.056614,1998.0,212.123639,0.030596,213.731531,0.033923,401.147768,0.06367,3.75,1.15703,6.0,0.1,29BCm. Nadel,0.0,106.16798749,106.78323747,0.49792071,102.56299505,103.17824504,0.49792071,0.01531331,0.0329773,0.01280699,0.0,51.27384087,51.57263387,0.24302494,3981.29953078,4004.37140506,18.67202662,3846.11231456,3869.18418885,18.67202662,0.0,0.0,0.0,398.12995308,400.43714051,1.86720266,384.61123146,386.91841888,1.86720266,0.05742492,0.12366487,0.0480262,192.27690327,193.39737701,0.91134354,0.25117427,0.24974323,0.00115407,0.26000281,0.25847031,0.00123575,1741.40410511,1210.96456442,371.34397673,3.60499243,15.0,1000
16,01.09.2020,11:28:46, pp800a ,5Zyklen,10.041109,499.7,45.179111,0.031255,46.787003,0.034582,351.113192,0.259522,3.75,1.918241,10.0,0.1,29BCm. Nadel,0.0,90.41246948,90.20306725,0.08183368,87.5807648,87.37136257,0.08183368,0.06254753,0.03387073,0.00981857,0.0,43.75910864,43.66874592,0.03672496,3390.46760556,3382.61502197,3.06876294,3284.27868009,3276.4260965,3.06876294,0.0,0.0,0.0,339.04676056,338.2615022,0.30687629,328.42786801,327.64260965,0.30687629,0.23455323,0.12701524,0.03681964,164.09665739,163.7577972,0.13771862,0.29494457,0.29563,0.00026809,0.30448086,0.30521141,0.00028574,426.34245187,955.49226006,200.44032631,2.83170468,15.0,1000
17,01.09.2020,11:28:51, pp800a ,5Zyklen,10.037082,998.0,89.969349,0.030464,91.577241,0.033792,344.102859,0.126972,3.75,1.917461,10.0,0.1,29BCm. Nadel,0.0,90.1496483,90.20306725,0.08183368,87.31794362,87.37136257,0.08183368,0.03052505,0.03387073,0.00981857,0.0,43.64370928,43.66874592,0.03672496,3380.61181112,3382.61502197,3.06876294,3274.42288565,3276.4260965,3.06876294,0.0,0.0,0.0,338.06118111,338.2615022,0.30687629,327.44228857,327.64260965,0.30687629,0.11446894,0.12701524,0.03681964,163.66390981,163.7577972,0.13771862,0.29580444,0.29563,0.00026809,0.30539733,0.30521141,0.00028574,873.59943978,955.49226006,200.44032631,2.83170468,15.0,1000
18,01.09.2020,11:28:54, pp800a ,5Zyklen,10.048595,1498.0,135.162653,0.033429,136.770545,0.036756,342.382874,0.092014,3.75,1.919667,10.0,0.1,29BCm. Nadel,0.0,90.22874032,90.20306725,0.08183368,87.39703564,87.37136257,0.08183368,0.02231575,0.03387073,0.00981857,0.0,43.68735994,43.66874592,0.03672496,3383.57776202,3382.61502197,3.06876294,3277.38883655,3276.4260965,3.06876294,0.0,0.0,0.0,338.3577762,338.2615022,0.30687629,327.73888365,327.64260965,0.30687629,0.08368408,0.12701524,0.03681964,163.82759979,163.7577972,0.13771862,0.29554515,0.29563,0.00026809,0.30512095,0.30521141,0.00028574,1194.97043485,955.49226006,200.44032631,2.83170468,15.0,1000
19,01.09.2020,11:28:57, pp800a ,5Zyklen,10.056357,1998.0,179.862779,0.040149,181.470671,0.043476,340.598106,0.0816,3.75,1.92115,10.0,0.1,29BCm. Nadel,0.0,90.02141091,90.20306725,0.08183368,87.18970623,87.37136257,0.08183368,0.02009459,0.03387073,0.00981857,0.0,43.58480582,43.66874592,0.03672496,3375.80290916,3382.61502197,3.06876294,3269.61398369,3276.4260965,3.06876294,0.0,0.0,0.0,337.58029092,338.2615022,0.30687629,326.96139837,327.64260965,0.30687629,0.07535473,0.12701524,0.03681964,163.44302182,163.7577972,0.13771862,0.29622582,0.29563,0.00026809,0.3058465,0.30521141,0.00028574,1327.05671374,955.49226006,200.44032631,2.83170468,15.0,1000
20,01.09.2020,11:29:01, pp800a ,5Zyklen,12.046589,499.7,41.517803,0.036855,43.125695,0.040182,323.636893,0.301548,3.75,2.301297,12.0,0.1,29BCm. Nadel,0.0,83.08545727,82.77046778,0.11027608,80.48428567,80.16929618,0.11027608,0.07375425,0.03437472,0.01338831,0.0,40.20526571,40.06746073,0.04904527,3115.70464779,3103.8925419,4.13535282,3018.16071273,3006.34860683,4.13535282,0.0,0.0,0.0,311.57046478,310.38925419,0.41353528,301.81607127,300.63486068,0.41353528,0.27657845,0.12890519,0.05020615,150.76974641,150.25297774,0.18391978,0.32095468,0.32217781,0.00042839,0.33132762,0.33263131,0.00045661,361.56107267,1086.61759303,283.98562771,2.6011716,15.0,1000
21,01.09.2020,11:29:05, pp800a ,5Zyklen,12.034215,998.0,82.457822,0.028422,84.065713,0.031749,315.878182,0.119298,3.75,2.298923,12.0,0.1,29BCm. Nadel,0.0,82.62306814,82.77046778,0.11027608,80.02189653,80.16929618,0.11027608,0.02847896,0.03437472,0.01338831,0.0,39.99670879,40.06746073,0.04904527,3098.36505511,3103.8925419,4.13535282,3000.82112005,3006.34860683,4.13535282,0.0,0.0,0.0,309.83650551,310.38925419,0.41353528,300.082112,300.63486068,0.41353528,0.10679609,0.12890519,0.05020615,149.98765796,150.25297774,0.18391978,0.32275086,0.32217781,0.00042839,0.33324212,0.33263131,0.00045661,936.3638496,1086.61759303,283.98562771,2.6011716,15.0,1000
22,01.09.2020,11:29:08, pp800a ,5Zyklen,12.038518,1498.0,123.975435,0.028752,125.583327,0.032079,314.377487,0.080304,3.75,2.299791,12.0,0.1,29BCm. Nadel,0.0,82.76063752,82.77046778,0.11027608,80.15946592,80.16929618,0.11027608,0.01919359,0.03437472,0.01338831,0.0,40.07013616,40.06746073,0.04904527,3103.52390688,3103.8925419,4.13535282,3005.97997181,3006.34860683,4.13535282,0.0,0.0,0.0,310.35239069,310.38925419,0.41353528,300.59799718,300.63486068,0.41353528,0.07197597,0.12890519,0.05020615,150.26301061,150.25297774,0.18391978,0.32221437,0.32217781,0.00042839,0.33267021,0.33263131,0.00045661,1389.35262474,1086.61759303,283.98562771,2.6011716,15.0,1000
23,01.09.2020,11:29:12, pp800a ,5Zyklen,12.050702,1998.0,165.060191,0.032112,166.668083,0.035439,312.815471,0.066514,3.75,2.302069,12.0,0.1,29BCm. Nadel,0.0,82.61270821,82.77046778,0.11027608,80.01153661,80.16929618,0.11027608,0.01607207,0.03437472,0.01338831,0.0,39.99773227,40.06746073,0.04904527,3097.97655781,3103.8925419,4.13535282,3000.43262275,3006.34860683,4.13535282,0.0,0.0,0.0,309.79765578,310.38925419,0.41353528,300.04326227,300.63486068,0.41353528,0.06027027,0.12890519,0.05020615,149.991496,150.25297774,0.18391978,0.32279134,0.32217781,0.00042839,0.33328527,0.33263131,0.00045661,1659.19282511,1086.61759303,283.98562771,2.6011716,15.0,1000
24,01.09.2020,11:29:15, pp800a ,5Zyklen,15.037516,499.7,37.030908,0.0331,38.6388,0.036427,289.964977,0.273366,3.75,2.872547,15.0,0.1,29BCm. Nadel,0.0,74.10627977,74.52696161,0.14392933,71.77378186,72.1944637,0.14392933,0.06623974,0.03507879,0.0114762,0.0,35.85377106,36.07969246,0.07712326,2778.98549129,2794.76106044,5.3973498,2691.51681973,2707.29238888,5.3973498,0.0,0.0,0.0,277.89854913,279.47610604,0.53973498,269.15168197,270.72923889,0.53973498,0.24839904,0.13154545,0.04303574,134.45164147,135.29884672,0.28921223,0.35984355,0.35781636,0.00069329,0.37153771,0.36937716,0.00073889,402.57804632,1065.43719272,350.31437336,2.33249791,15.0,1000
25,01.09.2020,11:29:19, pp800a ,5Zyklen,15.032301,998.0,74.469253,0.036987,76.077145,0.040314,285.861015,0.151481,3.75,2.87161,15.0,0.1,29BCm. Nadel,0.0,74.61848998,74.52696161,0.14392933,72.28599207,72.1944637,0.14392933,0.03706112,0.03507879,0.0114762,0.0,36.12446547,36.07969246,0.07712326,2798.19337425,2794.76106044,5.3973498,2710.72470269,2707.29238888,5.3973498,0.0,0.0,0.0,279.81933742,279.47610604,0.53973498,271.07247027,270.72923889,0.53973498,0.13897921,0.13154545,0.04303574,135.46674553,135.29884672,0.28921223,0.35737344,0.35781636,0.00069329,0.36890504,0.36937716,0.00073889,719.53208785,1065.43719272,350.31437336,2.33249791,15.0,1000
26,01.09.2020,11:29:23, pp800a ,5Zyklen,15.010703,1498.0,111.988782,0.035669,113.596674,0.038996,284.370846,0.097621,3.75,2.867524,15.0,0.1,29BCm. Nadel,0.0,74.75886649,74.52696161,0.14392933,72.42636858,72.1944637,0.14392933,0.02381108,0.03507879,0.0114762,0.0,36.20127875,36.07969246,0.07712326,2803.45749332,2794.76106044,5.3973498,2715.98882176,2707.29238888,5.3973498,0.0,0.0,0.0,280.34574933,279.47610604,0.53973498,271.59888218,270.72923889,0.53973498,0.08929156,0.13154545,0.04303574,135.75479531,135.29884672,0.28921223,0.35670239,0.35781636,0.00069329,0.36819003,0.36937716,0.00073889,1119.92673377,1065.43719272,350.31437336,2.33249791,15.0,1000
27,01.09.2020,11:29:26, pp800a ,5Zyklen,15.002838,1998.0,149.099172,0.02638,150.707064,0.029707,282.858604,0.055756,3.75,2.866077,15.0,0.1,29BCm. Nadel,0.0,74.62421021,74.52696161,0.14392933,72.2917123,72.1944637,0.14392933,0.0132032,0.03507879,0.0114762,0.0,36.13925455,36.07969246,0.07712326,2798.40788288,2794.76106044,5.3973498,2710.93921132,2707.29238888,5.3973498,0.0,0.0,0.0,279.84078829,279.47610604,0.53973498,271.09392113,270.72923889,0.53973498,0.04951201,0.13154545,0.04303574,135.52220456,135.29884672,0.28921223,0.35734605,0.35781636,0.00069329,0.36887585,0.36937716,0.00073889,2019.71190296,1065.43719272,350.31437336,2.33249791,15.0,1000
28,01.09.2020,11:29:29, pp800a ,5Zyklen,19.983142,499.7,32.113073,0.030201,33.720965,0.033528,253.059074,0.251611,3.75,3.817357,20.0,0.1,29BCm. Nadel,0.0,64.26470482,64.7333126,0.1586236,62.23594725,62.70455503,0.1586236,0.06043826,0.03198248,0.00967249,0.0,31.08775449,31.33628627,0.08399739,2409.92643086,2427.49922262,5.94838517,2333.84802176,2351.42081353,5.94838517,0.0,0.0,0.0,240.99264309,242.74992226,0.59483852,233.38480218,235.14208135,0.59483852,0.22664349,0.1199343,0.03627185,116.57907935,117.51107353,0.31499022,0.41495043,0.41195403,0.00101397,0.42847691,0.425283,0.0010808,441.2215931,1025.29794935,220.56844232,2.02875758,15.0,1000
29,01.09.2020,11:29:34, pp800a ,5Zyklen,19.996566,998.0,64.720477,0.02717,66.328369,0.030497,249.229844,0.114595,3.75,3.82002,20.0,0.1,29BCm. Nadel,0.0,64.85017735,64.7333126,0.1586236,62.82141978,62.70455503,0.1586236,0.02722445,0.03198248,0.00967249,0.0,31.39709766,31.33628627,0.08399739,2431.8816508,2427.49922262,5.94838517,2355.80324171,2351.42081353,5.94838517,0.0,0.0,0.0,243.18816508,242.74992226,0.59483852,235.58032417,235.14208135,0.59483852,0.10209168,0.1199343,0.03627185,117.73911624,117.51107353,0.31499022,0.41120422,0.41195403,0.00101397,0.42448367,0.425283,0.0010808,979.51171635,1025.29794935,220.56844232,2.02875758,15.0,1000
30,01.09.2020,11:29:37, pp800a ,5Zyklen,19.996566,1498.0,97.321467,0.033429,98.929359,0.036756,247.653602,0.092014,3.75,3.820076,20.0,0.1,29BCm. Nadel,0.0,64.96760147,64.7333126,0.1586236,62.93884389,62.70455503,0.1586236,0.02231575,0.03198248,0.00967249,0.0,31.45826407,31.33628627,0.08399739,2436.28505507,2427.49922262,5.94838517,2360.20664598,2351.42081353,5.94838517,0.0,0.0,0.0,243.62850551,242.74992226,0.59483852,236.0206646,235.14208135,0.59483852,0.08368408,0.1199343,0.03627185,117.96849026,117.51107353,0.31499022,0.410461,0.41195403,0.00101397,0.42369171,0.425283,0.0010808,1194.97043485,1025.29794935,220.56844232,2.02875758,15.0,1000
31,01.09.2020,11:29:40, pp800a ,5Zyklen,20.006393,1998.0,129.571832,0.035867,131.179724,0.039194,246.20819,0.073562,3.75,3.821848,20.0,0.1,29BCm. Nadel,0.0,64.85076677,64.7333126,0.1586236,62.82200919,62.70455503,0.1586236,0.01795145,0.03198248,0.00967249,0.0,31.40202887,31.33628627,0.08399739,2431.90375375,2427.49922262,5.94838517,2355.82534466,2351.42081353,5.94838517,0.0,0.0,0.0,243.19037538,242.74992226,0.59483852,235.58253447,235.14208135,0.59483852,0.06731794,0.1199343,0.03627185,117.75760826,117.51107353,0.31499022,0.41120048,0.41195403,0.00101397,0.42447968,0.425283,0.0010808,1485.48805309,1025.29794935,220.56844232,2.02875758,15.0,1000
32,01.09.2020,11:29:43, pp800a ,5Zyklen,24.01244,499.7,28.994399,0.029608,30.602291,0.032935,229.654974,0.247162,3.75,4.587452,24.0,0.1,29BCm. Nadel,0.0,58.02361217,58.61263465,0.19806924,56.15974336,56.74876584,0.19806924,0.05925155,0.0291494,0.01054664,0.0,28.0502459,28.35980822,0.1040922,2175.88545627,2197.97379939,7.42759639,2105.9903759,2128.07871901,7.42759639,0.0,0.0,0.0,217.58854563,219.79737994,0.74275964,210.59903759,212.8078719,0.74275964,0.22219332,0.10931026,0.03954989,105.18842214,106.34928082,0.39034574,0.45958302,0.45498016,0.00154743,0.47483598,0.46992472,0.0016511,450.05854274,1309.416851,417.24105608,1.86386881,15.0,1000
