,Datum,time,measurement,measurement,pressure_sample[bar],current[mA],voltage_th[mV],voltage_needle_th[mV],voltage[mV],voltage_needle[mV],R_ges / mOhm*cm²,R_bulk / mOhm*cm²,contact_area[cm2],p_Kraftsensor / ?,pressure_rounded[bar],sample_thickness[cm],parameters,[mV]_in_[V],main_resistance[mOhm],main_resistance_mean[mOhm],main_resistance_error[mOhm],flow_resistance[mOhm],flow_resistance_mean[mOhm],flow_resistance_error[mOhm],bulk_resistance[mOhm],bulk_resistance_mean[mOhm],bulk_resistance_error[mOhm],bulk_resistance_sub[mOhm],contact_resistance[mOhm],contact_resistance_mean[mOhm],contact_resistance_error[mOhm],vs_main_resistance[mOhm*cm],vs_main_resistance_mean[mOhm*cm],vs_main_resistance_error[mOhm*cm],vs_flow_resistance[mOhm*cm],vs_flow_resistance_mean[mOhm*cm],vs_flow_resistance_error[mOhm*cm],vs_bulk_resistance[mOhm*cm],vs_bulk_resistance_mean[mOhm*cm],vs_bulk_resistance_error[mOhm*cm],as_main_resistance[mOhm*cm2],as_main_resistance_mean[mOhm*cm2],as_main_resistance_error[mOhm*cm2],as_flow_resistance[mOhm*cm2],as_flow_resistance_mean[mOhm*cm2],as_flow_resistance_error[mOhm*cm2],as_bulk_resistance[mOhm*cm2],as_bulk_resistance_mean[mOhm*cm2],as_bulk_resistance_error[mOhm*cm2],as_contact_resistance[mOhm*cm2],as_contact_resistance_mean[mOhm*cm2],as_contact_resistance_error[mOhm*cm2],vs_main_conductance[S/cm],vs_main_conductance_mean[S/cm],vs_main_conductance_error[S/cm],vs_flow_conductance[S/cm],vs_flow_conductance_mean[S/cm],vs_flow_conductance_error[S/cm],vs_bulk_conductance[S/cm],vs_bulk_conductance_mean[S/cm],vs_bulk_conductance_error[S/cm],degradation_corr[mOhm],cycle,[mV] in [V]
10,06.10.2020,09:00:42, gps_5bar_h23 ,Test,5.067071,1499.0,52.206047,0.018968,52.32437,0.021471,130.898189,0.053714,3.75,0.96797,5.0,0.1,H23m. Nadel,0.0,34.8272495,34.94886979,0.12300423,34.8239495,34.94556979,0.12300423,0.01265377,0.02333809,0.01093827,0.0,17.40564787,17.46111585,0.05615717,1306.02185624,1310.582617,4.6126587,1305.89810624,1310.458867,4.6126587,0.0,0.0,0.0,130.60218562,131.0582617,0.46126587,130.58981062,131.0458867,0.46126587,0.04745163,0.08751784,0.0410185,65.27117949,65.47918443,0.2105894,0.76568397,0.76304764,0.00267145,0.76575653,0.7631197,0.00267195,2107.40896949,1771.74391992,471.16886058,0.0033,15.0,1000
11,06.10.2020,09:00:45, gps_5bar_h23 ,Test,5.069274,1998.0,69.421135,0.019693,69.539457,0.022196,130.516999,0.041659,3.75,0.968483,5.0,0.1,H23m. Nadel,0.0,34.74531281,34.94886979,0.12300423,34.74201281,34.94556979,0.12300423,0.00985636,0.02333809,0.01093827,0.0,17.36607823,17.46111585,0.05615717,1302.94923048,1310.582617,4.6126587,1302.82548048,1310.458867,4.6126587,0.0,0.0,0.0,130.29492305,131.0582617,0.46126587,130.28254805,131.0458867,0.46126587,0.03696134,0.08751784,0.0410185,65.12279336,65.47918443,0.2105894,0.76748961,0.76304764,0.00267145,0.76756251,0.7631197,0.00267195,2705.52988372,1771.74391992,471.16886058,0.0033,15.0,1000
12,06.10.2020,09:00:48, gps_5bar_h23 ,Test,6.067921,499.8,15.650799,0.019824,15.769122,0.022328,118.315738,0.167526,3.75,1.159295,6.0,0.1,H23m. Nadel,0.0,31.31412365,31.12876226,0.06986545,31.31108198,31.12572059,0.06986545,0.03966387,0.0200483,0.00711646,0.0,15.63570906,15.55283615,0.03138712,1174.27963685,1167.32858475,2.61995448,1174.16557435,1167.21452225,2.61995448,0.0,0.0,0.0,117.42796369,116.73285847,0.26199545,117.41655744,116.72145222,0.26199545,0.1487395,0.07518111,0.02668674,58.63390897,58.32313556,0.11770171,0.85158592,0.85666975,0.00191919,0.85166864,0.85675347,0.00191957,672.31638418,1976.822936,701.17741527,0.00304167,15.0,1000
13,06.10.2020,09:00:53, gps_5bar_h23 ,Test,6.061932,999.0,31.117573,0.020549,31.235895,0.023053,117.251858,0.086534,3.75,1.157832,6.0,0.1,H23m. Nadel,0.0,31.14872172,31.12876226,0.06986545,31.14568006,31.12572059,0.06986545,0.02056957,0.0200483,0.00711646,0.0,15.56255524,15.55283615,0.03138712,1168.07706456,1167.32858475,2.61995448,1167.96300206,1167.21452225,2.61995448,0.0,0.0,0.0,116.80770646,116.73285847,0.26199545,116.79630021,116.72145222,0.26199545,0.07713589,0.07518111,0.02668674,58.35958216,58.32313556,0.11770171,0.8561079,0.85666975,0.00191919,0.8561915,0.85675347,0.00191957,1296.41345078,1976.822936,701.17741527,0.00304167,15.0,1000
14,06.10.2020,09:00:56, gps_5bar_h23 ,Test,6.061003,1499.0,46.563596,0.019693,46.681918,0.022196,116.78265,0.055527,3.75,1.157819,6.0,0.1,H23m. Nadel,0.0,31.06310607,31.12876226,0.06986545,31.0600644,31.12572059,0.06986545,0.01313742,0.0200483,0.00711646,0.0,15.52346349,15.55283615,0.03138712,1164.86647765,1167.32858475,2.61995448,1164.75241515,1167.21452225,2.61995448,0.0,0.0,0.0,116.48664777,116.73285847,0.26199545,116.47524152,116.72145222,0.26199545,0.04926534,0.07518111,0.02668674,58.21298809,58.32313556,0.11770171,0.85846749,0.85666975,0.00191919,0.85855156,0.85675347,0.00191957,2029.82447232,1976.822936,701.17741527,0.00304167,15.0,1000
15,06.10.2020,09:00:59, gps_5bar_h23 ,Test,6.066217,1998.0,61.916217,0.013631,62.03454,0.016135,116.431193,0.030283,3.75,1.158993,6.0,0.1,H23m. Nadel,0.0,30.9890976,31.12876226,0.06986545,30.98605593,31.12572059,0.06986545,0.00682232,0.0200483,0.00711646,0.0,15.4896168,15.55283615,0.03138712,1162.09115991,1167.32858475,2.61995448,1161.97709741,1167.21452225,2.61995448,0.0,0.0,0.0,116.20911599,116.73285847,0.26199545,116.19770974,116.72145222,0.26199545,0.02558371,0.07518111,0.02668674,58.08606302,58.32313556,0.11770171,0.86051769,0.85666975,0.00191919,0.86060216,0.85675347,0.00191957,3908.73743673,1976.822936,701.17741527,0.00304167,15.0,1000
16,06.10.2020,09:01:02, gps_5bar_h23 ,Test,10.056322,499.8,10.872008,0.027796,10.99033,0.0303,82.460458,0.227339,3.75,1.92114,10.0,0.1,H23m. Nadel,0.0,21.75271709,21.62881117,0.04941075,21.75031709,21.62641117,0.04941075,0.05561425,0.02652499,0.00981654,0.0,10.84735142,10.79994309,0.02062253,815.72689076,811.08041891,1.85290309,815.63689076,810.99041891,1.85290309,0.0,0.0,0.0,81.57268908,81.10804189,0.18529031,81.56368908,81.09904189,0.18529031,0.20855342,0.09946873,0.03681202,40.67756783,40.49978658,0.07733447,1.2259005,1.23294265,0.00281313,1.22603577,1.23307948,0.00281375,479.4934523,1351.88004527,332.19007962,0.0024,15.0,1000
17,06.10.2020,09:01:07, gps_5bar_h23 ,Test,10.046616,999.0,21.638889,0.017387,21.757211,0.01989,81.671213,0.074663,3.75,1.919339,10.0,0.1,H23m. Nadel,0.0,21.66054955,21.62881117,0.04941075,21.65814955,21.62641117,0.04941075,0.0174044,0.02652499,0.00981654,0.0,10.82037257,10.79994309,0.02062253,812.27060811,811.08041891,1.85290309,812.18060811,810.99041891,1.85290309,0.0,0.0,0.0,81.22706081,81.10804189,0.18529031,81.21806081,81.09904189,0.18529031,0.06526652,0.09946873,0.03681202,40.57639715,40.49978658,0.07733447,1.23111681,1.23294265,0.00281313,1.23125323,1.23307948,0.00281375,1532.17921436,1351.88004527,332.19007962,0.0024,15.0,1000
18,06.10.2020,09:01:10, gps_5bar_h23 ,Test,10.060866,1499.0,32.335368,0.030366,32.45369,0.032869,81.188352,0.082228,3.75,1.922077,10.0,0.1,H23m. Nadel,0.0,21.57129286,21.62881117,0.04941075,21.56889286,21.62641117,0.04941075,0.02025751,0.02652499,0.00981654,0.0,10.77431768,10.79994309,0.02062253,808.92348232,811.08041891,1.85290309,808.83348232,810.99041891,1.85290309,0.0,0.0,0.0,80.89234823,81.10804189,0.18529031,80.88334823,81.09904189,0.18529031,0.07596564,0.09946873,0.03681202,40.40369129,40.49978658,0.07733447,1.23621087,1.23294265,0.00281313,1.23634842,1.23307948,0.00281375,1316.3845529,1351.88004527,332.19007962,0.0024,15.0,1000
19,06.10.2020,09:01:13, gps_5bar_h23 ,Test,10.054171,1998.0,43.018309,0.025622,43.136632,0.028126,80.962146,0.052788,3.75,1.920713,10.0,0.1,H23m. Nadel,0.0,21.53068519,21.62881117,0.04941075,21.52828519,21.62641117,0.04941075,0.01282382,0.02652499,0.00981654,0.0,10.75773068,10.79994309,0.02062253,807.40069444,811.08041891,1.85290309,807.31069444,810.99041891,1.85290309,0.0,0.0,0.0,80.74006944,81.10804189,0.18529031,80.73106944,81.09904189,0.18529031,0.04808934,0.09946873,0.03681202,40.34149005,40.49978658,0.07733447,1.23854241,1.23294265,0.00281313,1.23868048,1.23307948,0.00281375,2079.46296152,1351.88004527,332.19007962,0.0024,15.0,1000
20,06.10.2020,09:01:17, gps_5bar_h23 ,Test,12.047656,499.8,9.501896,0.029839,9.620218,0.032342,72.180507,0.242663,3.75,2.30154,12.0,0.1,H23m. Nadel,0.0,19.01139656,18.92701757,0.03369398,19.00919656,18.92481757,0.03369398,0.05970188,0.02910219,0.01082005,0.0,9.47474734,9.44785769,0.01174687,712.92737095,709.76315892,1.26352431,712.84487095,709.68065892,1.26352431,0.0,0.0,0.0,71.29273709,70.97631589,0.12635243,71.28448709,70.96806589,0.12635243,0.22388205,0.10913321,0.0405752,35.53030252,35.42946634,0.04405077,1.40266743,1.40893407,0.00250602,1.40282976,1.40909787,0.00250661,446.66376219,1405.4737116,526.75843741,0.0022,15.0,1000
21,06.10.2020,09:01:21, gps_5bar_h23 ,Test,12.047278,999.0,18.928307,0.026479,19.046629,0.028982,71.496356,0.108792,3.75,2.301382,12.0,0.1,H23m. Nadel,0.0,18.94725425,18.92701757,0.03369398,18.94505425,18.92481757,0.03369398,0.02650551,0.02910219,0.01082005,0.0,9.45927437,9.44785769,0.01174687,710.52203453,709.76315892,1.26352431,710.43953453,709.68065892,1.26352431,0.0,0.0,0.0,71.05220345,70.97631589,0.12635243,71.04395345,70.96806589,0.12635243,0.09939565,0.10913321,0.0405752,35.4722789,35.42946634,0.04405077,1.40741589,1.40893407,0.00250602,1.40757932,1.40909787,0.00250661,1006.08029004,1405.4737116,526.75843741,0.0022,15.0,1000
22,06.10.2020,09:01:24, gps_5bar_h23 ,Test,12.047105,1499.0,28.319622,0.031486,28.437945,0.033989,71.14229,0.08503,3.75,2.301477,12.0,0.1,H23m. Nadel,0.0,18.8923429,18.92701757,0.03369398,18.8901429,18.92481757,0.03369398,0.02100467,0.02910219,0.01082005,0.0,9.43456911,9.44785769,0.01174687,708.46285857,709.76315892,1.26352431,708.38035857,709.68065892,1.26352431,0.0,0.0,0.0,70.84628586,70.97631589,0.12635243,70.83803586,70.96806589,0.12635243,0.07876751,0.10913321,0.0405752,35.37963417,35.42946634,0.04405077,1.4115066,1.40893407,0.00250602,1.41167099,1.40909787,0.00250661,1269.55895742,1405.4737116,526.75843741,0.0022,15.0,1000
23,06.10.2020,09:01:28, gps_5bar_h23 ,Test,12.052871,1998.0,37.676439,0.018375,37.794761,0.020878,70.936113,0.039186,3.75,2.302543,12.0,0.1,H23m. Nadel,0.0,18.85707658,18.92701757,0.03369398,18.85487658,18.92481757,0.03369398,0.0091967,0.02910219,0.01082005,0.0,9.42283994,9.44785769,0.01174687,707.14037162,709.76315892,1.26352431,707.05787162,709.68065892,1.26352431,0.0,0.0,0.0,70.71403716,70.97631589,0.12635243,70.70578716,70.96806589,0.12635243,0.03448761,0.10913321,0.0405752,35.33564977,35.42946634,0.04405077,1.41414638,1.40893407,0.00250602,1.41431139,1.40909787,0.00250661,2899.59183673,1405.4737116,526.75843741,0.0022,15.0,1000
24,06.10.2020,09:01:31, gps_5bar_h23 ,Test,15.046,499.8,7.914237,0.016662,8.032559,0.019165,60.268303,0.143799,3.75,2.874175,15.0,0.1,H23m. Nadel,0.0,15.83480792,15.77009523,0.02705777,15.83280792,15.76809523,0.02705777,0.03333733,0.01996107,0.00448794,0.0,7.89973529,7.87406708,0.01194123,593.80529712,591.37857111,1.01466644,593.73029712,591.30357111,1.01466644,0.0,0.0,0.0,59.38052971,59.13785711,0.10146664,59.37302971,59.13035711,0.10146664,0.12501501,0.074854,0.01682978,29.62400735,29.52775156,0.0447796,1.68405369,1.69097914,0.00290002,1.68426642,1.69119362,0.00290076,799.90397311,1495.76383561,238.91964349,0.002,15.0,1000
25,06.10.2020,09:01:35, gps_5bar_h23 ,Test,15.033575,999.0,15.775517,0.014224,15.893839,0.016728,59.661558,0.062792,3.75,2.871939,15.0,0.1,H23m. Nadel,0.0,15.79130831,15.77009523,0.02705777,15.78930831,15.76809523,0.02705777,0.01423824,0.01996107,0.00448794,0.0,7.88753504,7.87406708,0.01194123,592.17406156,591.37857111,1.01466644,592.09906156,591.30357111,1.01466644,0.0,0.0,0.0,59.21740616,59.13785711,0.10146664,59.20990616,59.13035711,0.10146664,0.05339339,0.074854,0.01682978,29.57825638,29.52775156,0.0447796,1.68869267,1.69097914,0.00290002,1.68890658,1.69119362,0.00290076,1872.89088864,1495.76383561,238.91964349,0.002,15.0,1000
26,06.10.2020,09:01:39, gps_5bar_h23 ,Test,15.049666,1499.0,23.597609,0.025095,23.715931,0.027599,59.32938,0.069042,3.75,2.875043,15.0,0.1,H23m. Nadel,0.0,15.74223416,15.77009523,0.02705777,15.74023416,15.76809523,0.02705777,0.01674116,0.01996107,0.00448794,0.0,7.8617465,7.87406708,0.01194123,590.33378085,591.37857111,1.01466644,590.25878085,591.30357111,1.01466644,0.0,0.0,0.0,59.03337809,59.13785711,0.10146664,59.02587809,59.13035711,0.10146664,0.06277935,0.074854,0.01682978,29.48154937,29.52775156,0.0447796,1.69395693,1.69097914,0.00290002,1.69417217,1.69119362,0.00290076,1592.88038786,1495.76383561,238.91964349,0.002,15.0,1000
27,06.10.2020,09:01:42, gps_5bar_h23 ,Test,15.038204,1998.0,31.392637,0.031024,31.51096,0.033528,59.142191,0.062928,3.75,2.872689,15.0,0.1,H23m. Nadel,0.0,15.71203053,15.77009523,0.02705777,15.71003053,15.76809523,0.02705777,0.01552753,0.01996107,0.00448794,0.0,7.8472515,7.87406708,0.01194123,589.20114489,591.37857111,1.01466644,589.12614489,591.30357111,1.01466644,0.0,0.0,0.0,58.92011449,59.13785711,0.10146664,58.91261449,59.13035711,0.10146664,0.05822823,0.074854,0.01682978,29.42719313,29.52775156,0.0447796,1.69721327,1.69097914,0.00290002,1.69742933,1.69119362,0.00290076,1717.38009283,1495.76383561,238.91964349,0.002,15.0,1000
28,06.10.2020,09:01:45, gps_5bar_h23 ,Test,20.041467,499.8,6.388114,0.022921,6.506436,0.025424,48.8178,0.190759,3.75,3.828627,20.0,0.1,H23m. Nadel,0.0,12.78134054,12.72778205,0.02126257,12.7796322,12.72607372,0.02126257,0.04586034,0.02355653,0.00831804,0.0,6.36688593,6.35125859,0.00651277,479.30027011,477.29182686,0.79734645,479.23620761,477.22776436,0.79734645,0.0,0.0,0.0,47.93002701,47.72918269,0.07973464,47.92362076,47.72277644,0.07973464,0.17197629,0.08833698,0.03119267,23.87582224,23.81721973,0.02442288,2.08637479,2.09517178,0.00349709,2.08665369,2.09545304,0.00349802,581.47550281,1717.91351358,632.1481515,0.00170833,15.0,1000
29,06.10.2020,09:01:50, gps_5bar_h23 ,Test,20.031055,999.0,12.727286,0.02582,12.845608,0.028323,48.219249,0.106319,3.75,3.826661,20.0,0.1,H23m. Nadel,0.0,12.74002603,12.72778205,0.02126257,12.73831769,12.72607372,0.02126257,0.02584585,0.02355653,0.00831804,0.0,6.35623592,6.35125859,0.00651277,477.75097598,477.29182686,0.79734645,477.68691348,477.22776436,0.79734645,0.0,0.0,0.0,47.7750976,47.72918269,0.07973464,47.76869135,47.72277644,0.07973464,0.09692192,0.08833698,0.03119267,23.83588471,23.81721973,0.02442288,2.09314067,2.09517178,0.00349709,2.09342138,2.09545304,0.00349802,1031.75832688,1717.91351358,632.1481515,0.00170833,15.0,1000
30,06.10.2020,09:01:53, gps_5bar_h23 ,Test,20.02899,1499.0,19.046107,0.022196,19.164429,0.0247,47.943035,0.06179,3.75,3.826214,20.0,0.1,H23m. Nadel,0.0,12.70587525,12.72778205,0.02126257,12.70416692,12.72607372,0.02126257,0.0148072,0.02355653,0.00831804,0.0,6.34467986,6.35125859,0.00651277,476.47032188,477.29182686,0.79734645,476.40625938,477.22776436,0.79734645,0.0,0.0,0.0,47.64703219,47.72918269,0.07973464,47.64062594,47.72277644,0.07973464,0.05552702,0.08833698,0.03119267,23.79254946,23.81721973,0.02442288,2.09876661,2.09517178,0.00349709,2.09904883,2.09545304,0.00349802,1800.92509161,1717.91351358,632.1481515,0.00170833,15.0,1000
31,06.10.2020,09:01:56, gps_5bar_h23 ,Test,20.032105,1998.0,25.342405,0.01541,25.460727,0.017914,47.78665,0.033622,3.75,3.826829,20.0,0.1,H23m. Nadel,0.0,12.68388639,12.72778205,0.02126257,12.68217805,12.72607372,0.02126257,0.00771271,0.02355653,0.00831804,0.0,6.33723267,6.35125859,0.00651277,475.64573949,477.29182686,0.79734645,475.58167699,477.22776436,0.79734645,0.0,0.0,0.0,47.56457395,47.72918269,0.07973464,47.5581677,47.72277644,0.07973464,0.02892267,0.08833698,0.03119267,23.76462251,23.81721973,0.02442288,2.10240504,2.09517178,0.00349709,2.10268824,2.09545304,0.00349802,3457.49513303,1717.91351358,632.1481515,0.00170833,15.0,1000
32,06.10.2020,09:01:59, gps_5bar_h23 ,Test,24.018033,499.8,5.566548,0.022921,5.68487,0.025424,42.65359,0.190759,3.75,4.588054,24.0,0.1,H23m. Nadel,0.0,11.13755102,11.10076461,0.01588236,11.13595102,11.09916461,0.01588236,0.04586034,0.02330086,0.0079536,0.0,5.54504534,5.53793187,0.00443815,417.65816327,416.27867269,0.59558859,417.59816327,416.21867269,0.59558859,0.0,0.0,0.0,41.76581633,41.62786727,0.05955886,41.75981633,41.62186727,0.05955886,0.17197629,0.08737823,0.029826,20.79392002,20.76724452,0.01664307,2.39430254,2.40225168,0.00343707,2.39464655,2.40259798,0.00343806,581.47550281,1574.81063334,473.1322145,0.0016,15.0,1000
